"","circ_id","mpi1","mpi2","mpi3"
"449","scaffold0001:80720610|80749556","4.000","6.000","1.000"
"450","scaffold0001:80749424|80771039","1.000","9.000","4.000"
"451","scaffold0001:80810238|80813725","10.000","5.000","14.000"
"452","scaffold0001:80905505|80905922","3.000","1.000","9.000"
"453","scaffold0001:80976640|80977465","56.000","77.000","51.000"
"454","scaffold0001:81104586|81107113","10.000","1.000","2.000"
"455","scaffold0001:81169837|81171364","32.000","9.000","32.000"
"456","scaffold0001:81588335|81589629","10.000","30.000","8.000"
"457","scaffold0001:81600485|81603211","5.000","8.000","2.000"
"458","scaffold0001:81611715|81617000","2.000","4.000","7.000"
"459","scaffold0001:81633624|81651337","3.000","2.000","3.000"
"460","scaffold0001:82176774|82177381","21.000","14.000","6.000"
"461","scaffold0001:82756023|82758682","4.000","1.000","1.000"
"462","scaffold0001:83462697|83477088","8.000","1.000","2.000"
"463","scaffold0001:83467211|83477088","5.000","12.000","8.000"
"464","scaffold0001:84130731|84145947","2.000","1.000","4.000"
"465","scaffold0001:84142629|84145947","2.000","13.000","8.000"
"466","scaffold0001:84288167|84292581","44.000","2.000","5.000"
"467","scaffold0001:84288167|84296665","7.000","10.000","4.000"
"468","scaffold0001:84993474|84999013","19.000","23.000","30.000"
"469","scaffold0001:85363932|85366871","55.000","53.000","29.000"
"470","scaffold0001:85379779|85381549","2.000","4.000","11.000"
"471","scaffold0001:85440723|85443371","3.000","4.000","4.000"
"472","scaffold0001:85502453|85508700","6.000","3.000","6.000"
"473","scaffold0001:85502453|85516465","98.000","92.000","51.000"
"474","scaffold0001:85536996|85540585","16.000","25.000","12.000"
"475","scaffold0001:86377104|86378434","1.000","12.000","9.000"
"476","scaffold0001:86392411|86393764","4.000","3.000","7.000"
"477","scaffold0001:86890012|86895971","8.000","35.000","23.000"
"478","scaffold0001:89883747|89884170","31.000","26.000","1.000"
"479","scaffold0001:89907201|89907363","6.000","15.000","3.000"
"480","scaffold0001:90034344|90038727","13.000","10.000","10.000"
"481","scaffold0001:91451479|91452959","6.000","5.000","11.000"
"482","scaffold0001:952498|952729","9.000","1.000","16.000"
"483","scaffold0001:952498|959092","60.000","74.000","35.000"
"484","scaffold0001:952498|988058","7.000","7.000","5.000"
"485","scaffold0001:958954|988058","6.000","2.000","3.000"
"486","scaffold0001:981936|988058","10.000","8.000","23.000"
"487","scaffold0001:98637185|98643295","3.000","5.000","4.000"
"488","scaffold0001:98673672|98679580","1.000","1.000","3.000"
"489","scaffold0001:98683462|98695936","1.000","5.000","6.000"
"490","scaffold0001:98691033|98695936","5.000","9.000","4.000"
"491","scaffold0002:100107414|100165637","32.000","27.000","21.000"
"492","scaffold0002:100126678|100165637","119.000","242.000","101.000"
"493","scaffold0002:100135523|100165637","1060.000","1716.000","523.000"
"494","scaffold0002:101077771|101081547","424.000","454.000","746.000"
"495","scaffold0002:101077771|101107423","9.000","23.000","19.000"
"496","scaffold0002:101107299|101120534","23.000","26.000","13.000"
"497","scaffold0002:101129972|101138973","13.000","22.000","13.000"
"498","scaffold0002:101163918|101167284","16.000","10.000","8.000"
"499","scaffold0002:101185734|101228289","3.000","1.000","7.000"
"500","scaffold0002:101743909|101762385","12.000","24.000","20.000"
"501","scaffold0002:102476183|102479041","94.000","87.000","70.000"
"502","scaffold0002:102478953|102490244","4.000","5.000","4.000"
"503","scaffold0002:102489489|102490244","14.000","30.000","22.000"
"504","scaffold0002:102574936|102578637","1.000","1.000","1.000"
"505","scaffold0002:103459527|103484878","18.000","28.000","8.000"
"506","scaffold0002:103484772|103520364","1.000","5.000","1.000"
"507","scaffold0002:103563979|103577581","13.000","17.000","5.000"
"508","scaffold0002:103563979|103584618","11.000","41.000","19.000"
"509","scaffold0002:104072179|104075058","5.000","1.000","6.000"
"510","scaffold0002:104716249|104717120","4.000","9.000","1.000"
"511","scaffold0002:104913821|104923818","35.000","38.000","27.000"
"512","scaffold0002:109650897|109652890","1.000","2.000","7.000"
"513","scaffold0002:110000625|110004641","216.000","250.000","115.000"
"514","scaffold0002:110000640|110004641","47.000","56.000","37.000"
"515","scaffold0002:110043552|110043779","7.000","14.000","9.000"
"516","scaffold0002:110799405|110799709","6.000","13.000","13.000"
"517","scaffold0002:112175854|112177317","29.000","48.000","33.000"
"518","scaffold0002:112672504|112684375","7.000","12.000","1.000"
"519","scaffold0002:112995176|113006743","1.000","1.000","1.000"
"520","scaffold0002:112995176|113010016","6.000","6.000","18.000"
"521","scaffold0002:113004233|113006743","166.000","205.000","206.000"
"522","scaffold0002:113004233|113010016","2.000","4.000","4.000"
"523","scaffold0002:113032183|113036163","14.000","38.000","13.000"
"524","scaffold0002:113109087|113112729","9.000","21.000","8.000"
"525","scaffold0002:113175200|113178048","63.000","29.000","39.000"
"526","scaffold0002:113191074|113195250","16.000","19.000","13.000"
"527","scaffold0002:113214717|113219610","43.000","41.000","18.000"
"528","scaffold0002:113274345|113283630","9.000","4.000","7.000"
"529","scaffold0002:113310907|113316558","5.000","6.000","1.000"
"530","scaffold0002:113316248|113316558","208.000","236.000","179.000"
"531","scaffold0002:113410741|113444637","13.000","10.000","9.000"
"532","scaffold0002:113410741|113458981","12.000","12.000","5.000"
"533","scaffold0002:113440625|113450122","4.000","6.000","5.000"
"534","scaffold0002:113440625|113458981","304.000","579.000","246.000"
"535","scaffold0002:113489297|113492560","9.000","15.000","6.000"
"536","scaffold0002:1137647|1140220","15.000","19.000","6.000"
"537","scaffold0002:114281169|114282779","211.000","214.000","373.000"
"538","scaffold0002:114281169|114297485","2.000","10.000","7.000"
"539","scaffold0002:114281169|114303224","11.000","25.000","29.000"
"540","scaffold0002:114309068|114314225","20.000","2.000","17.000"
"541","scaffold0002:114316615|114323749","2.000","9.000","10.000"
"542","scaffold0002:114364026|114367668","4.000","10.000","4.000"
"543","scaffold0002:114364298|114367062","8.000","1.000","2.000"
"544","scaffold0002:114464150|114466167","5.000","5.000","29.000"
"545","scaffold0002:114464150|114467160","20.000","8.000","22.000"
"546","scaffold0002:114810859|114812608","2.000","3.000","3.000"
"547","scaffold0002:114909466|114919801","7.000","6.000","17.000"
"548","scaffold0002:115081114|115081405","6.000","12.000","6.000"
"549","scaffold0002:115108102|115109835","19.000","29.000","9.000"
"550","scaffold0002:115122345|115124451","40.000","43.000","44.000"
"551","scaffold0002:115122345|115135702","26.000","61.000","27.000"
"552","scaffold0002:115322710|115327426","8.000","3.000","13.000"
"553","scaffold0002:115430761|115433092","16.000","38.000","11.000"
"554","scaffold0002:115430761|115436757","9.000","9.000","5.000"
"555","scaffold0002:115522384|115566174","2.000","3.000","1.000"
"556","scaffold0002:115522389|115566174","1.000","1.000","2.000"
"557","scaffold0002:115680893|115685527","5.000","30.000","26.000"
"558","scaffold0002:116151868|116168782","6.000","8.000","15.000"
"559","scaffold0002:116151868|116185257","4.000","11.000","3.000"
"560","scaffold0002:116347201|116359600","62.000","80.000","13.000"
"561","scaffold0002:116933814|116934592","9.000","16.000","17.000"
"562","scaffold0002:117002226|117008170","6.000","7.000","2.000"
"563","scaffold0002:117108240|117120160","8.000","3.000","18.000"
"564","scaffold0002:11836933|11839311","10.000","3.000","3.000"
"565","scaffold0002:11866985|11887623","18.000","24.000","8.000"
"566","scaffold0002:11866985|11904286","3.000","3.000","1.000"
"567","scaffold0002:11881738|11887623","32.000","21.000","9.000"
"568","scaffold0002:119006451|119018619","2.000","2.000","3.000"
"569","scaffold0002:119067674|119076638","1.000","9.000","1.000"
"570","scaffold0002:119094516|119099461","2.000","9.000","14.000"
"571","scaffold0002:119147740|119152438","5.000","4.000","4.000"
"572","scaffold0002:119206725|119226598","1.000","4.000","6.000"
"573","scaffold0002:12051831|12057572","13.000","14.000","5.000"
"574","scaffold0002:12055419|12057572","4.000","4.000","10.000"
"575","scaffold0002:12095260|12106607","2.000","1.000","6.000"
"576","scaffold0002:12174211|12175292","11.000","4.000","5.000"
"577","scaffold0002:121895671|121896472","2.000","7.000","3.000"
"578","scaffold0002:122138294|122148076","14.000","6.000","7.000"
"579","scaffold0002:122139607|122148076","4.000","4.000","4.000"
"580","scaffold0002:122144339|122148076","13.000","18.000","12.000"
"581","scaffold0002:122144339|122171479","2.000","7.000","2.000"
"582","scaffold0002:1221832|1222125","47.000","33.000","24.000"
"583","scaffold0002:122366251|122379427","4.000","1.000","5.000"
"584","scaffold0002:122495930|122500805","101.000","30.000","41.000"
"585","scaffold0002:123034228|123035622","103.000","121.000","73.000"
"586","scaffold0002:123034228|123047269","5.000","2.000","6.000"
"587","scaffold0002:123947217|123947884","540.000","654.000","499.000"
"588","scaffold0002:124391294|124413421","3.000","8.000","2.000"
"589","scaffold0002:125348681|125351840","6.000","2.000","3.000"
"590","scaffold0002:126305745|126317382","27.000","13.000","21.000"
"591","scaffold0002:126305745|126338769","9.000","5.000","15.000"
"592","scaffold0002:126316143|126317382","2.000","2.000","1.000"
"593","scaffold0002:126316143|126338769","5.000","9.000","11.000"
"594","scaffold0002:126337958|126338769","661.000","701.000","597.000"
"595","scaffold0002:126424154|126427786","6.000","22.000","19.000"
"596","scaffold0002:126573316|126576070","8.000","14.000","19.000"
"597","scaffold0002:126756115|126757934","5.000","4.000","2.000"
"598","scaffold0002:1269334|1273910","6.000","6.000","1.000"
"599","scaffold0002:1272028|1273910","3.000","4.000","13.000"
"600","scaffold0002:130106653|130111574","12.000","7.000","7.000"
"601","scaffold0002:130867560|130887934","23.000","31.000","11.000"
"602","scaffold0002:131104464|131138865","1.000","2.000","5.000"
"603","scaffold0002:132583557|132589871","1.000","4.000","2.000"
"604","scaffold0002:132589767|132592866","10.000","11.000","6.000"
"605","scaffold0002:132729213|132730647","6.000","8.000","8.000"
"606","scaffold0002:132748464|132756355","10.000","14.000","8.000"
"607","scaffold0002:132748464|132761848","10.000","4.000","5.000"
"608","scaffold0002:134555099|134601654","4.000","1.000","3.000"
"609","scaffold0002:134956819|134997879","2.000","7.000","3.000"
"610","scaffold0002:135090324|135090771","22.000","19.000","3.000"
"611","scaffold0002:1416926|1417831","26.000","13.000","29.000"
"612","scaffold0002:1463537|1466476","26.000","17.000","19.000"
"613","scaffold0002:146607|150576","64.000","60.000","76.000"
"614","scaffold0002:146607|153116","39.000","66.000","26.000"
"615","scaffold0002:1661770|1664299","74.000","71.000","23.000"
"616","scaffold0002:1661770|1669518","17.000","12.000","3.000"
"617","scaffold0002:16765349|16772513","4.000","3.000","2.000"
"618","scaffold0002:1727746|1730266","30.000","55.000","46.000"
"619","scaffold0002:17389227|17392156","17.000","11.000","1.000"
"620","scaffold0002:1800840|1804120","3.000","1.000","1.000"
"621","scaffold0002:182059|182290","6.000","8.000","11.000"
"622","scaffold0002:18282777|18283795","37.000","48.000","15.000"
"623","scaffold0002:183805|184677","1.000","6.000","2.000"
"624","scaffold0002:18383107|18394216","38.000","53.000","46.000"
"625","scaffold0002:1843052|1843304","73.000","56.000","30.000"
"626","scaffold0002:1879670|1882258","3.000","2.000","3.000"
"627","scaffold0002:1916877|1918661","34.000","26.000","19.000"
"628","scaffold0002:1916877|1920370","14.000","11.000","17.000"
"629","scaffold0002:1916877|1921779","7.000","1.000","2.000"
"630","scaffold0002:1918562|1920370","4.000","7.000","26.000"
"631","scaffold0002:1920258|1927679","6.000","12.000","7.000"
"632","scaffold0002:19611185|19620414","8.000","23.000","10.000"
"633","scaffold0002:19678643|19685059","3.000","2.000","3.000"
"634","scaffold0002:19693272|19694242","38.000","77.000","37.000"
"635","scaffold0002:199473|202172","12.000","1.000","16.000"
"636","scaffold0002:199473|202918","24.000","15.000","19.000"
"637","scaffold0002:1994742|1997808","9.000","7.000","5.000"
"638","scaffold0002:202070|207976","5.000","7.000","12.000"
"639","scaffold0002:20219202|20223784","4.000","3.000","5.000"
"640","scaffold0002:202739|207976","31.000","38.000","58.000"
"641","scaffold0002:2062051|2064152","9.000","7.000","4.000"
"642","scaffold0002:20732569|20746618","1.000","9.000","4.000"
"643","scaffold0002:210421|212123","2.000","7.000","8.000"
"644","scaffold0002:213652|215116","5.000","22.000","8.000"
"645","scaffold0002:22440422|22441237","88.000","195.000","126.000"
"646","scaffold0002:22846756|22860305","1.000","1.000","1.000"
"647","scaffold0002:232000|232948","113.000","147.000","130.000"
"648","scaffold0002:24130751|24133229","10.000","22.000","22.000"
"649","scaffold0002:24158988|24194105","1.000","1.000","5.000"
"650","scaffold0002:24205146|24210366","5.000","13.000","3.000"
"651","scaffold0002:24358549|24362597","4.000","11.000","6.000"
"652","scaffold0002:2604850|2625565","1.000","3.000","1.000"
"653","scaffold0002:2625460|2650159","189.000","213.000","298.000"
"654","scaffold0002:2625460|2655801","22.000","23.000","30.000"
"655","scaffold0002:2643973|2650159","316.000","440.000","451.000"
"656","scaffold0002:2643973|2655801","36.000","59.000","47.000"
"657","scaffold0002:2690358|2690573","96.000","151.000","221.000"
"658","scaffold0002:28860765|28873793","1.000","1.000","4.000"
"659","scaffold0002:30272099|30272437","5.000","3.000","3.000"
"660","scaffold0002:30936802|30941303","4.000","7.000","6.000"
"661","scaffold0002:30953862|30963511","4.000","3.000","1.000"
"662","scaffold0002:30953862|30966319","2.000","4.000","3.000"
"663","scaffold0002:30963412|30966319","21.000","68.000","43.000"
"664","scaffold0002:30963412|30980849","5.000","4.000","6.000"
"665","scaffold0002:31059182|31060938","4.000","8.000","1.000"
"666","scaffold0002:31059182|31067103","50.000","28.000","46.000"
"667","scaffold0002:31518998|31519986","6.000","9.000","2.000"
"668","scaffold0002:31640499|31649120","1.000","4.000","1.000"
"669","scaffold0002:31699811|31704501","17.000","32.000","9.000"
"670","scaffold0002:32466851|32491358","41.000","57.000","43.000"
"671","scaffold0002:32466851|32589393","12.000","16.000","6.000"
"672","scaffold0002:32571846|32589393","1.000","2.000","4.000"
"673","scaffold0002:32585451|32589393","24.000","27.000","16.000"
"674","scaffold0002:32621624|32648429","12.000","1.000","4.000"
"675","scaffold0002:32632239|32648429","7.000","3.000","6.000"
"676","scaffold0002:32909537|32911894","278.000","300.000","191.000"
"677","scaffold0002:32984178|32985895","7.000","10.000","13.000"
"678","scaffold0002:3312000|3314165","8.000","11.000","4.000"
"679","scaffold0002:3370331|3371816","8.000","6.000","4.000"
"680","scaffold0002:3370331|3373819","22.000","11.000","7.000"
"681","scaffold0002:3392392|3395226","9.000","4.000","1.000"
"682","scaffold0002:3439057|3442075","3.000","3.000","1.000"
"683","scaffold0002:3441927|3447585","30.000","5.000","15.000"
"684","scaffold0002:3441932|3447585","332.000","648.000","354.000"
"685","scaffold0002:3447456|3448267","10.000","9.000","8.000"
"686","scaffold0002:346014|354025","6.000","5.000","6.000"
"687","scaffold0002:36641382|36645857","6.000","30.000","13.000"
"688","scaffold0002:36641382|36658420","2.000","6.000","2.000"
"689","scaffold0002:3803626|3803898","16.000","30.000","18.000"
"690","scaffold0002:38370040|38370527","5.000","22.000","4.000"
"691","scaffold0002:38490309|38491475","9.000","4.000","3.000"
"692","scaffold0002:38634654|38637350","14.000","33.000","21.000"
