"","circ_id","hsa1","hsa2","hsa3"
"5146","5:171694996|171695156",NA,"2.000",NA
"5147","5:172291747|172291884",NA,NA,"1.000"
"5148","5:172916914|172917060",NA,NA,"3.000"
"5149","5:173004468|173004641",NA,NA,"2.000"
"5150","5:173079175|173079529","2.000",NA,NA
"5151","5:174780061|174780247",NA,NA,"1.000"
"5152","5:1748563|1748707","1.000",NA,NA
"5153","5:175625940|175626104",NA,NA,"1.000"
"5154","5:176398087|176398229",NA,"2.000",NA
"5155","5:176943334|176958154",NA,NA,"1.000"
"5156","5:176975395|176982623",NA,"3.000",NA
"5157","5:177997924|177998096",NA,"2.000",NA
"5158","5:178501895|178502056",NA,"4.000",NA
"5159","5:178968308|178968492",NA,"5.000",NA
"5160","5:179443629|179443771",NA,NA,"1.000"
"5161","5:179567460|179577136",NA,NA,"1.000"
"5162","5:179593477|179594963",NA,NA,"2.000"
"5163","5:179593477|179596681",NA,"2.000",NA
"5164","5:179705678|179707190",NA,"4.000",NA
"5165","5:179707131|179709059",NA,NA,"2.000"
"5166","5:179708238|179709059",NA,"2.000",NA
"5167","5:179765325|179771243",NA,"2.000",NA
"5168","5:17990509|17990701",NA,NA,"1.000"
"5169","5:180238331|180241155","1.000","7.000","7.000"
"5170","5:181241491|181242345",NA,"15.000","4.000"
"5171","5:1844866|1845014","2.000",NA,NA
"5172","5:18926740|18926909",NA,NA,"2.000"
"5173","5:19270851|19271020",NA,"1.000",NA
"5174","5:19687048|19687195",NA,"2.000",NA
"5175","5:20693781|20693922",NA,NA,"1.000"
"5176","5:21061607|21061775",NA,NA,"1.000"
"5177","5:21491320|21497196",NA,"7.000",NA
"5178","5:2161284|2161443",NA,NA,"1.000"
"5179","5:24392661|24392862","1.000",NA,NA
"5180","5:26352668|26352863",NA,NA,"1.000"
"5181","5:286753|287082","1.000",NA,NA
"5182","5:29031840|29032005",NA,"1.000",NA
"5183","5:29713357|29713529",NA,NA,"1.000"
"5184","5:30816094|30816251",NA,NA,"1.000"
"5185","5:31448546|31451640",NA,"1.000",NA
"5186","5:31640618|31640761",NA,"1.000",NA
"5187","5:31956878|31957036","2.000",NA,NA
"5188","5:31995575|32010482",NA,"10.000",NA
"5189","5:32022906|32023081",NA,NA,"1.000"
"5190","5:32087130|32091175",NA,"2.000",NA
"5191","5:32135571|32143880",NA,"2.000",NA
"5192","5:32174029|32174194",NA,NA,"1.000"
"5193","5:32215314|32215459",NA,"8.000",NA
"5194","5:34020586|34035758",NA,"2.000",NA
"5195","5:34020586|34052110",NA,"2.000",NA
"5196","5:34124417|34169153",NA,"2.000",NA
"5197","5:34179012|34182867",NA,"8.000",NA
"5198","5:343892|376716",NA,NA,"1.000"
"5199","5:34502696|34502897",NA,NA,"3.000"
"5200","5:34770627|34796027",NA,"5.000",NA
"5201","5:36154619|36154766",NA,NA,"5.000"
"5202","5:36211843|36227565",NA,"3.000",NA
"5203","5:36569504|36569647",NA,NA,"4.000"
"5204","5:37086455|37086652",NA,NA,"2.000"
"5205","5:37121616|37125409",NA,"5.000",NA
"5206","5:37125243|37139370",NA,"2.000",NA
"5207","5:37135603|37135766",NA,NA,"1.000"
"5208","5:37903252|37903424",NA,NA,"3.000"
"5209","5:37905263|37905444",NA,NA,"2.000"
"5210","5:38990948|39003622",NA,"2.000",NA
"5211","5:39002534|39021136",NA,"2.000",NA
"5212","5:40596875|40597035",NA,NA,"2.000"
"5213","5:40728344|40730343",NA,"1.000",NA
"5214","5:41678380|41678593","1.000",NA,NA
"5215","5:41785847|41786052","1.000",NA,NA
"5216","5:42039395|42039556",NA,NA,"3.000"
"5217","5:4227249|4227394",NA,"1.000",NA
"5218","5:4325281|4325443",NA,NA,"1.000"
"5219","5:43485400|43485650",NA,NA,"1.000"
"5220","5:43628668|43628817",NA,NA,"1.000"
"5221","5:43821518|43821866",NA,NA,"4.000"
"5222","5:475120|475319","1.000",NA,NA
"5223","5:53092751|53092894",NA,"1.000",NA
"5224","5:5349845|5350153",NA,NA,"3.000"
"5225","5:53646232|53658624",NA,"6.000",NA
"5226","5:54209022|54209197",NA,NA,"1.000"
"5227","5:54590576|54590737","1.000",NA,NA
"5228","5:54783861|54784123",NA,"1.000",NA
"5229","5:55224994|55225137",NA,NA,"1.000"
"5230","5:5581189|5581376",NA,"2.000",NA
"5231","5:560552|560711","1.000",NA,NA
"5232","5:56149923|56150094",NA,NA,"1.000"
"5233","5:56600633|56600806",NA,NA,"2.000"
"5234","5:56663523|56663681",NA,NA,"3.000"
"5235","5:56705564|56705748",NA,NA,"2.000"
"5236","5:56849938|56850100","1.000",NA,NA
"5237","5:57221375|57231321",NA,"5.000",NA
"5238","5:57230845|57231321",NA,"6.000","5.000"
"5239","5:57293172|57293354",NA,"2.000",NA
"5240","5:57494074|57496917",NA,NA,"1.000"
"5241","5:57625044|57625249",NA,"6.000",NA
"5242","5:57625614|57627104",NA,NA,"3.000"
"5243","5:59468295|59532734",NA,"4.000",NA
"5244","5:606125|606299","1.000",NA,NA
"5245","5:62322007|62322152",NA,"1.000",NA
"5246","5:62349800|62349975",NA,NA,"1.000"
"5247","5:62363177|62363899",NA,"2.000",NA
"5248","5:63051533|63102675",NA,NA,"2.000"
"5249","5:6389781|6389955",NA,NA,"2.000"
"5250","5:64098394|64098613","2.000",NA,NA
"5251","5:64503862|64504051",NA,"3.000",NA
"5252","5:6457325|6458687",NA,NA,"2.000"
"5253","5:64660783|64660939",NA,"5.000",NA
"5254","5:64804228|64804386",NA,"6.000",NA
"5255","5:64814817|64814966","1.000",NA,NA
"5256","5:6639545|6639728",NA,"1.000",NA
"5257","5:67734139|67734278","1.000",NA,NA
"5258","5:67771851|67772033",NA,NA,"1.000"
"5259","5:68248891|68249084",NA,"1.000","3.000"
"5260","5:69306816|69314043",NA,"3.000",NA
"5261","5:69391830|69393500",NA,"1.000",NA
"5262","5:7077185|7077327",NA,"3.000",NA
"5263","5:71501561|71512428",NA,"2.000",NA
"5264","5:71592925|71596364",NA,"4.000",NA
"5265","5:71626639|71635246",NA,"3.000",NA
"5266","5:72082447|72082808",NA,NA,"1.000"
"5267","5:72282154|72283241",NA,"2.000",NA
"5268","5:72461172|72461321",NA,NA,"1.000"
"5269","5:72892366|72892556",NA,NA,"1.000"
"5270","5:73015625|73041315",NA,"3.000",NA
"5271","5:73074741|73077493",NA,"5.000","3.000"
"5272","5:74745677|74750667",NA,"7.000",NA
"5273","5:74939119|74939292",NA,NA,"1.000"
"5274","5:7530754|7530926",NA,NA,"3.000"
"5275","5:75581208|75583417",NA,NA,"4.000"
"5276","5:7655841|7656020",NA,"2.000",NA
"5277","5:7658216|7658378",NA,NA,"1.000"
"5278","5:76931434|76931590","1.000",NA,NA
"5279","5:77098654|77100391",NA,NA,"2.000"
"5280","5:77118319|77118521",NA,"5.000",NA
"5281","5:77291612|77291793",NA,NA,"3.000"
"5282","5:77449759|77464809",NA,"1.000",NA
"5283","5:77451290|77463226",NA,"2.000",NA
"5284","5:78139780|78139944",NA,NA,"2.000"
"5285","5:78483506|78483692",NA,NA,"1.000"
"5286","5:7853740|7853879",NA,NA,"1.000"
"5287","5:79439009|79447145",NA,NA,"2.000"
"5288","5:79618646|79620083",NA,"2.000",NA
"5289","5:79758300|79758467",NA,NA,"2.000"
"5290","5:79815051|79815213","1.000",NA,NA
"5291","5:80083265|80083451",NA,"5.000",NA
"5292","5:80146089|80147284",NA,"2.000",NA
"5293","5:80158835|80175047",NA,"5.000",NA
"5294","5:80158835|80178064",NA,"1.000",NA
"5295","5:80174953|80178064",NA,"3.000",NA
"5296","5:80315252|80315426",NA,"2.000",NA
"5297","5:80783844|80784156",NA,NA,"4.000"
"5298","5:81615472|81657076",NA,"4.000",NA
"5299","5:82138224|82138399",NA,NA,"1.000"
"5300","5:82640169|82640367","2.000",NA,NA
"5301","5:82984190|82984528",NA,"3.000",NA
"5302","5:8324935|8325120",NA,"3.000",NA
"5303","5:83581047|83581205",NA,"1.000",NA
"5304","5:83870056|83870251",NA,NA,"1.000"
"5305","5:85352597|85352736",NA,NA,"4.000"
"5306","5:85919055|85919222","1.000",NA,NA
"5307","5:87030264|87030506",NA,NA,"1.000"
"5308","5:88326882|88327061",NA,NA,"1.000"
"5309","5:88735966|88738127",NA,NA,"1.000"
"5310","5:89109588|89109763",NA,"3.000",NA
"5311","5:89270539|89270918",NA,NA,"1.000"
"5312","5:89455047|89455232",NA,"1.000",NA
"5313","5:90769305|90769542",NA,NA,"1.000"
"5314","5:91216198|91216421","1.000",NA,NA
"5315","5:91246594|91246932",NA,NA,"2.000"
"5316","5:91840820|91841052",NA,"3.000",NA
"5317","5:9220065|9220246",NA,NA,"1.000"
"5318","5:93140526|93140707",NA,NA,"2.000"
"5319","5:93175464|93175623",NA,NA,"2.000"
"5320","5:93776158|93784499",NA,"3.000",NA
"5321","5:94007541|94007710",NA,"4.000",NA
"5322","5:94221054|94221225",NA,NA,"1.000"
"5323","5:94909250|94924021",NA,"5.000",NA
"5324","5:95672997|95673168",NA,NA,"2.000"
"5325","5:95755395|95763620",NA,"42.000","5.000"
"5326","5:95763507|95783963",NA,"1.000",NA
"5327","5:95795733|95795927",NA,NA,"1.000"
"5328","5:95876873|95877040",NA,NA,"1.000"
"5329","5:96722638|96730860",NA,"6.000",NA
"5330","5:97525791|97530300",NA,"2.000",NA
"5331","5:98771971|98772307",NA,NA,"1.000"
"5332","5:99056950|99057137",NA,NA,"4.000"
"5333","6:101492936|101493297",NA,NA,"1.000"
"5334","6:103917322|103917506",NA,"1.000",NA
"5335","6:10400447|10402610",NA,NA,"1.000"
"5336","6:104744159|104750472",NA,"1.000",NA
"5337","6:104833041|104843298",NA,"2.000",NA
"5338","6:105576380|105576516",NA,NA,"5.000"
"5339","6:105624505|105624674",NA,NA,"1.000"
"5340","6:105810626|105810811","2.000",NA,NA
"5341","6:10621350|10626668",NA,"6.000",NA
"5342","6:106223916|106224091",NA,NA,"4.000"
"5343","6:10668794|10669027",NA,"4.000",NA
"5344","6:106814180|106814321","1.000",NA,NA
"5345","6:107025400|107025545",NA,"1.000",NA
"5346","6:107039748|107040524",NA,"3.000","1.000"
"5347","6:10724569|10726008",NA,NA,"1.000"
"5348","6:108490123|108490295",NA,"3.000",NA
"5349","6:108853887|108854446",NA,NA,"1.000"
"5350","6:109218455|109218596",NA,"2.000",NA
"5351","6:109641517|109644688",NA,"9.000",NA
"5352","6:109818874|109819049","1.000",NA,NA
"5353","6:109977895|109978065",NA,"5.000",NA
"5354","6:110112670|110112835",NA,"1.000",NA
"5355","6:110217701|110219869",NA,"13.000",NA
"5356","6:110326005|110326151",NA,"1.000",NA
"5357","6:110887504|110890356",NA,"5.000","6.000"
"5358","6:111262256|111263946",NA,NA,"2.000"
"5359","6:111559761|111560053","1.000",NA,NA
"5360","6:111881837|111882173",NA,NA,"2.000"
"5361","6:112435017|112435178",NA,NA,"4.000"
"5362","6:11331472|11331636","1.000",NA,NA
"5363","6:113525062|113525318","1.000",NA,NA
"5364","6:115146276|115146456",NA,NA,"2.000"
"5365","6:116496800|116497027",NA,NA,"3.000"
"5366","6:116611210|116611360",NA,NA,"4.000"
"5367","6:116689319|116692392",NA,"20.000",NA
"5368","6:117325654|117325877","1.000",NA,NA
"5369","6:117582555|117583218",NA,"1.000",NA
"5370","6:117643638|117643774",NA,"1.000",NA
"5371","6:122513613|122513771",NA,"1.000",NA
"5372","6:12325586|12325850",NA,NA,"2.000"
"5373","6:1234745|1235032",NA,NA,"1.000"
"5374","6:125272384|125272686",NA,NA,"1.000"
"5375","6:125543051|125543220",NA,"8.000","3.000"
"5376","6:125555416|125555552",NA,"1.000",NA
"5377","6:127314815|127316502",NA,"4.000",NA
"5378","6:127606795|127606991",NA,"1.000",NA
"5379","6:128064757|128175545",NA,NA,"1.000"
"5380","6:128111635|128111808",NA,NA,"4.000"
"5381","6:128192252|128192583","1.000",NA,NA
"5382","6:128656557|128656754",NA,NA,"1.000"
"5383","6:128947971|128948155",NA,NA,"1.000"
"5384","6:129708003|129708162",NA,NA,"3.000"
"5385","6:130279924|130280197",NA,NA,"3.000"
"5386","6:130850383|130850550",NA,NA,"1.000"
"5387","6:131099221|131099368",NA,"6.000",NA
"5388","6:131630616|131630799",NA,NA,"2.000"
"5389","6:132541061|132541240",NA,NA,"2.000"
"5390","6:132690749|132690907","1.000",NA,NA
"5391","6:133604927|133605276",NA,"2.000",NA
"5392","6:13376078|13376219",NA,"1.000",NA
"5393","6:134460695|134460900",NA,"4.000",NA
"5394","6:134631346|134631599","1.000",NA,NA
"5395","6:134651813|134652247",NA,"4.000",NA
"5396","6:134929497|134929737","1.000",NA,NA
"5397","6:135039572|135042126",NA,"3.000",NA
"5398","6:13579450|13584225",NA,"9.000",NA
"5399","6:136388392|136389517",NA,"8.000","11.000"
"5400","6:13639562|13641307",NA,"4.000",NA
"5401","6:136924450|136924593",NA,NA,"1.000"
"5402","6:137146906|137147078",NA,"2.000",NA
"5403","6:137493930|137494080",NA,NA,"1.000"
"5404","6:137640584|137640724",NA,"3.000",NA
"5405","6:137797801|137798022",NA,NA,"1.000"
"5406","6:138256872|138257022",NA,NA,"2.000"
"5407","6:138475954|138476608",NA,NA,"5.000"
"5408","6:138486413|138486607",NA,"1.000",NA
"5409","6:138530675|138530869","1.000",NA,NA
"5410","6:138865878|138866065",NA,"4.000",NA
"5411","6:138943512|138944622",NA,"1.000",NA
"5412","6:138963278|138963443","3.000",NA,NA
"5413","6:139276829|139288913",NA,"2.000",NA
"5414","6:139493734|139493883",NA,"1.000",NA
"5415","6:139526356|139526502",NA,NA,"1.000"
"5416","6:1401478|1401657",NA,"1.000",NA
"5417","6:14022474|14022643",NA,"3.000",NA
"5418","6:141153077|141153288",NA,"3.000",NA
"5419","6:141660776|141660927","4.000",NA,NA
"5420","6:141720325|141720572","1.000",NA,NA
"5421","6:142689916|142690065",NA,"3.000",NA
"5422","6:143725532|143725871",NA,"2.000",NA
"5423","6:143963309|143963504","2.000",NA,NA
"5424","6:144537581|144539443",NA,"5.000",NA
"5425","6:144554687|144554893",NA,NA,"1.000"
"5426","6:144782610|144782874",NA,NA,"5.000"
"5427","6:145569359|145569564","1.000",NA,NA
"5428","6:145888019|145894977",NA,"6.000","1.000"
"5429","6:146472820|146473048",NA,"4.000",NA
"5430","6:147811894|147812050",NA,NA,"1.000"
"5431","6:148394103|148394266",NA,NA,"2.000"
"5432","6:14911694|14911892",NA,NA,"1.000"
"5433","6:149311119|149311291",NA,NA,"2.000"
"5434","6:149342684|149370099",NA,"5.000",NA
"5435","6:149578821|149582603",NA,"5.000",NA
"5436","6:149771161|149773169",NA,"7.000",NA
"5437","6:149866491|149867295",NA,"1.000",NA
"5438","6:149900788|149900946",NA,"2.000",NA
"5439","6:150918147|150918293",NA,"1.000",NA
"5440","6:150944485|150949133",NA,"3.000",NA
"5441","6:151251128|151251302","2.000",NA,NA
"5442","6:151709568|151709764",NA,"3.000",NA
"5443","6:151803685|151803838",NA,NA,"1.000"
"5444","6:151842596|151880771",NA,NA,"3.000"
"5445","6:152821344|152821511",NA,NA,"2.000"
"5446","6:154092811|154093062","1.000",NA,NA
"5447","6:154321896|154329214","4.000",NA,NA
"5448","6:154441291|154450258",NA,"5.000",NA
"5449","6:15452005|15468718",NA,"2.000",NA
"5450","6:154633317|154633516",NA,"1.000",NA
"5451","6:154787860|154792976",NA,"5.000",NA
"5452","6:155047338|155047484",NA,"1.000",NA
"5453","6:155288646|155288795",NA,NA,"4.000"
"5454","6:15615266|15637804",NA,"7.000",NA
"5455","6:156826659|156826838",NA,NA,"2.000"
"5456","6:156880514|156880675",NA,NA,"1.000"
"5457","6:156901375|156935576",NA,"3.000",NA
"5458","6:157036834|157084905",NA,"3.000","4.000"
"5459","6:157036834|157110561",NA,"1.000",NA
"5460","6:157185087|157185256","1.000",NA,NA
"5461","6:157239547|157239749",NA,NA,"4.000"
"5462","6:157703285|157703449","2.000",NA,NA
"5463","6:157843026|157843195",NA,NA,"2.000"
"5464","6:157921530|157927214",NA,"3.000",NA
"5465","6:157992497|157992652",NA,NA,"2.000"
"5466","6:158048166|158048340",NA,"1.000",NA
"5467","6:158053625|158053855","2.000",NA,NA
"5468","6:158076897|158077086",NA,NA,"3.000"
"5469","6:158318478|158318706",NA,NA,"2.000"
"5470","6:158429735|158431663",NA,"2.000","2.000"
"5471","6:158583953|158585425",NA,"1.000",NA
"5472","6:158725502|158752030",NA,"3.000",NA
"5473","6:158725502|158762178",NA,"2.000",NA
"5474","6:15901351|15901568",NA,NA,"2.000"
"5475","6:159682473|159685033",NA,"2.000",NA
"5476","6:159682473|159688242",NA,"3.000",NA
"5477","6:159872630|159872832",NA,"1.000",NA
"5478","6:161629453|161629590","2.000",NA,NA
"5479","6:163455278|163478896",NA,"7.000",NA
"5480","6:163495306|163495485",NA,NA,"2.000"
"5481","6:163537775|163538009","1.000",NA,NA
"5482","6:163903491|163919914",NA,"2.000",NA
"5483","6:16529108|16529274","1.000",NA,NA
"5484","6:16580914|16588830","5.000",NA,NA
"5485","6:16585779|16657901",NA,"5.000",NA
"5486","6:166102933|166103116",NA,NA,"1.000"
"5487","6:166339151|166339343",NA,"2.000",NA
"5488","6:16657775|16753347",NA,"1.000","2.000"
"5489","6:166658014|166658171",NA,"1.000",NA
"5490","6:166687935|166688097","1.000",NA,NA
"5491","6:167022408|167024894",NA,"1.000","2.000"
"5492","6:167022408|167033971",NA,NA,"2.000"
"5493","6:167235979|167236217","1.000",NA,NA
"5494","6:167732784|167733740",NA,"11.000",NA
"5495","6:168173548|168173754","1.000",NA,NA
"5496","6:168879074|168879235",NA,NA,"5.000"
"5497","6:168906506|168906689","1.000",NA,NA
"5498","6:169715496|169715684",NA,"4.000",NA
"5499","6:169823587|169823829","1.000",NA,NA
"5500","6:169984584|169984736","5.000",NA,NA
"5501","6:170064399|170064570",NA,NA,"2.000"
"5502","6:170206093|170206249",NA,NA,"1.000"
"5503","6:170268255|170268614",NA,NA,"2.000"
"5504","6:170398283|170400303","2.000",NA,NA
"5505","6:1726415|1742586",NA,"6.000",NA
"5506","6:17323107|17323315","1.000",NA,NA
"5507","6:17836877|17837583",NA,"2.000",NA
"5508","6:18107538|18107707",NA,NA,"2.000"
"5509","6:18212487|18213781",NA,"2.000",NA
"5510","6:18215006|18217885",NA,"1.000",NA
"5511","6:18236451|18237516",NA,"1.000",NA
"5512","6:18267898|18268074","1.000",NA,NA
"5513","6:18553547|18553687",NA,"3.000",NA
"5514","6:1930102|1960966",NA,"7.000",NA
"5515","6:20144219|20152769",NA,"2.000",NA
"5516","6:20267841|20268014","1.000",NA,NA
"5517","6:20673726|20781265",NA,"1.000",NA
"5518","6:20739518|20781265",NA,"8.000",NA
"5519","6:20758594|20781265",NA,NA,"3.000"
"5520","6:20781144|20805719",NA,"4.000",NA
"5521","6:20781144|20820720",NA,"7.000",NA
"5522","6:21108400|21144023",NA,"5.000",NA
"5523","6:21624266|21624438",NA,NA,"1.000"
"5524","6:21693545|21693710",NA,NA,"2.000"
"5525","6:21766367|21766509",NA,"1.000",NA
"5526","6:21981040|21981177",NA,"4.000",NA
"5527","6:22165477|22165681","1.000",NA,NA
"5528","6:22661253|22661407","1.000",NA,NA
"5529","6:23940102|23940289",NA,NA,"2.000"
"5530","6:23952251|23952409",NA,"6.000",NA
"5531","6:24049413|24049572",NA,NA,"1.000"
"5532","6:24052454|24052687","2.000",NA,NA
"5533","6:24416396|24418578",NA,"3.000",NA
"5534","6:24482727|24482874",NA,"4.000",NA
"5535","6:24594967|24595137",NA,NA,"1.000"
"5536","6:24594967|24595153",NA,NA,"1.000"
"5537","6:25366450|25366766",NA,"7.000",NA
"5538","6:25413771|25414056",NA,"4.000",NA
"5539","6:26657140|26657504",NA,NA,"1.000"
"5540","6:26666240|26666393",NA,NA,"1.000"
"5541","6:28079560|28079742",NA,NA,"3.000"
"5542","6:28759247|28759452",NA,NA,"3.000"
"5543","6:28898510|28898683",NA,NA,"1.000"
"5544","6:29523573|29523748","1.000",NA,NA
"5545","6:29583458|29583619",NA,"2.000",NA
"5546","6:29748048|29748189",NA,NA,"3.000"
"5547","6:29890263|29944616","4.000",NA,NA
"5548","6:29958855|29959076",NA,"1.000",NA
"5549","6:30021666|30035983",NA,"9.000",NA
"5550","6:30061514|30062333",NA,"5.000",NA
"5551","6:30554738|30554981","2.000",NA,NA
"5552","6:30650993|30651466",NA,"3.000","1.000"
"5553","6:30965715|30965868",NA,"1.000",NA
"5554","6:31410142|31505387","1.000",NA,NA
"5555","6:3148484|3148636","3.000",NA,NA
"5556","6:31817550|31829909",NA,NA,"4.000"
"5557","6:31963879|31964029",NA,"4.000",NA
"5558","6:32137620|32137765",NA,NA,"1.000"
"5559","6:32179451|32179594",NA,NA,"4.000"
"5560","6:32474345|32531129","2.000",NA,NA
"5561","6:32519369|32580856",NA,"1.000","23.000"
"5562","6:32661966|32757883",NA,NA,"9.000"
"5563","6:33171852|33172096",NA,NA,"2.000"
"5564","6:33663847|33665127",NA,"1.000",NA
"5565","6:33967316|33967485",NA,NA,"1.000"
"5566","6:34646600|34654779",NA,NA,"1.000"
"5567","6:35312301|35312772",NA,NA,"1.000"
"5568","6:36158647|36158941",NA,"7.000",NA
"5569","6:3631006|3631144",NA,"1.000",NA
"5570","6:36451892|36452065",NA,NA,"1.000"
"5571","6:36524340|36540204",NA,"2.000",NA
"5572","6:36642468|36642670",NA,"2.000",NA
"5573","6:37879199|37879383",NA,"9.000",NA
"5574","6:37981717|37982042",NA,"1.000",NA
"5575","6:38734065|38734230",NA,"1.000",NA
"5576","6:39029160|39029350",NA,NA,"1.000"
"5577","6:39302158|39302376","2.000",NA,NA
"5578","6:3930835|3931001",NA,"4.000",NA
"5579","6:39388924|39389115",NA,NA,"2.000"
"5580","6:39874190|39874387","1.000",NA,NA
"5581","6:40520071|40520334","1.000",NA,NA
"5582","6:4053991|4054143",NA,"2.000",NA
"5583","6:41052264|41055999",NA,"2.000","1.000"
"5584","6:41226012|41226190",NA,NA,"6.000"
"5585","6:41439294|41439456",NA,NA,"1.000"
"5586","6:41551782|41552091",NA,NA,"1.000"
"5587","6:41554053|41554246",NA,NA,"1.000"
"5588","6:41840892|41891875",NA,"4.000",NA
"5589","6:42441860|42442056",NA,NA,"3.000"
"5590","6:42573733|42573993",NA,NA,"2.000"
"5591","6:42592150|42594304",NA,"7.000",NA
"5592","6:42630501|42631490",NA,NA,"2.000"
"5593","6:42650283|42652645",NA,"1.000",NA
"5594","6:43244031|43244182",NA,"2.000",NA
"5595","6:43305690|43305923","1.000",NA,NA
"5596","6:43520829|43521162",NA,"3.000",NA
"5597","6:43671839|43675617",NA,"2.000",NA
"5598","6:43798006|43798312",NA,"2.000",NA
"5599","6:43811548|43811984","2.000",NA,NA
"5600","6:44134560|44141098",NA,"1.000",NA
"5601","6:44227974|44228220","2.000",NA,NA
"5602","6:45896515|45896676",NA,NA,"1.000"
"5603","6:46375020|46375175",NA,"2.000",NA
"5604","6:46492157|46492361",NA,NA,"1.000"
"5605","6:47253255|47286595",NA,"3.000",NA
"5606","6:4752528|4752708","1.000",NA,NA
"5607","6:47821366|47821535","1.000",NA,NA
"5608","6:4891712|4892379",NA,"5.000",NA
"5609","6:51307564|51307773","1.000",NA,NA
"5610","6:52960462|52960637",NA,NA,"1.000"
"5611","6:53071056|53076543",NA,"27.000","2.000"
"5612","6:53273219|53275261",NA,"4.000",NA
"5613","6:5404541|5431172",NA,"6.000","2.000"
"5614","6:55061167|55061450",NA,"4.000",NA
"5615","6:5569572|5569759",NA,NA,"3.000"
"5616","6:56357663|56357862",NA,"3.000",NA
"5617","6:56436070|56436212",NA,NA,"2.000"
"5618","6:57298344|57298504",NA,NA,"3.000"
"5619","6:57389192|57389337",NA,NA,"2.000"
"5620","6:57587022|57587393",NA,"7.000",NA
"5621","6:61591792|61591965",NA,NA,"2.000"
"5622","6:6178354|6178517",NA,"4.000",NA
"5623","6:6230564|6230703",NA,NA,"2.000"
"5624","6:64166372|64166550",NA,"4.000",NA
"5625","6:6494957|6495232",NA,"2.000",NA
"5626","6:6594942|6595129",NA,NA,"3.000"
"5627","6:6694682|6694869",NA,"2.000",NA
"5628","6:68699636|68699860",NA,NA,"1.000"
"5629","6:69397675|69397840",NA,"3.000",NA
"5630","6:69445753|69445898",NA,NA,"1.000"
"5631","6:70659341|70659503",NA,NA,"2.000"
"5632","6:7131946|7132085",NA,NA,"1.000"
"5633","6:7176654|7189322",NA,"5.000","1.000"
"5634","6:72711387|72711553",NA,NA,"1.000"
"5635","6:72812339|72812514",NA,"2.000",NA
"5636","6:73005042|73005188",NA,"1.000",NA
"5637","6:7303549|7310029",NA,"14.000",NA
"5638","6:73105256|73120577",NA,"6.000",NA
"5639","6:73356780|73356966","1.000",NA,NA
"5640","6:7569145|7569306",NA,NA,"1.000"
"5641","6:75886003|75886994",NA,"4.000",NA
"5642","6:76129337|76129509",NA,NA,"2.000"
"5643","6:7729694|7729852",NA,NA,"1.000"
"5644","6:77642449|77643025",NA,NA,"2.000"
"5645","6:77665166|77665337",NA,NA,"1.000"
"5646","6:77883941|77884133","2.000",NA,NA
"5647","6:79042842|79060818",NA,"1.000",NA
"5648","6:79569031|79569180",NA,NA,"1.000"
"5649","6:79711903|79712103",NA,NA,"1.000"
"5650","6:81380079|81380234",NA,NA,"1.000"
"5651","6:8265834|8266006",NA,NA,"1.000"
"5652","6:82957311|83044659",NA,"4.000",NA
"5653","6:83189254|83191014",NA,"6.000",NA
"5654","6:83463758|83463926",NA,"3.000",NA
"5655","6:83723101|83723264",NA,"1.000",NA
"5656","6:84798228|84798399",NA,"2.000",NA
"5657","6:85618817|85619417",NA,"18.000","4.000"
"5658","6:85766344|85766515",NA,NA,"2.000"
"5659","6:87739430|87739603",NA,NA,"1.000"
"5660","6:88087016|88087159",NA,"1.000",NA
"5661","6:8816457|8816625",NA,NA,"1.000"
"5662","6:88903134|88903300",NA,NA,"1.000"
"5663","6:89722954|89725396",NA,"2.000",NA
"5664","6:89751430|89753622",NA,"6.000",NA
"5665","6:89846561|89855544",NA,NA,"1.000"
"5666","6:90184742|90185092",NA,"7.000",NA
"5667","6:91717301|91717474","1.000",NA,NA
"5668","6:92035459|92035629",NA,NA,"2.000"
"5669","6:92821735|92821882",NA,"1.000",NA
"5670","6:93400475|93400628",NA,NA,"2.000"
"5671","6:93743239|93743428",NA,"1.000",NA
"5672","6:9400569|9400834",NA,NA,"1.000"
"5673","6:950911|951076",NA,"3.000",NA
"5674","6:95268277|95268439","1.000",NA,NA
"5675","6:97208746|97209025",NA,NA,"1.000"
"5676","6:98795695|98795838",NA,NA,"1.000"
"5677","7:100023418|100024307",NA,"2.000",NA
"5678","7:100075134|100075630",NA,"3.000",NA
"5679","7:100355142|100355804",NA,"10.000","4.000"
"5680","7:100452820|100452995",NA,"2.000",NA
"5681","7:1006717|1007002","1.000",NA,NA
"5682","7:100812746|100813208",NA,"23.000","11.000"
"5683","7:101043646|101043787",NA,"3.000",NA
"5684","7:101690480|101690622",NA,"2.000",NA
"5685","7:102227366|102227669",NA,"6.000",NA
"5686","7:102397619|102399648",NA,NA,"2.000"
"5687","7:102397619|102407498",NA,"4.000",NA
"5688","7:102399547|102407498",NA,"4.000",NA
"5689","7:102703314|102706290",NA,"5.000",NA
"5690","7:103316829|103319678",NA,"2.000","2.000"
"5691","7:103321931|103322794",NA,"4.000",NA
"5692","7:103583605|103583801",NA,"4.000",NA
"5693","7:104161071|104165282",NA,"1.000",NA
"5694","7:104765938|104766120",NA,NA,"2.000"
"5695","7:105038125|105041023",NA,"5.000",NA
"5696","7:105062163|105091314",NA,NA,"1.000"
"5697","7:105160506|105168095",NA,"3.000",NA
